Region,Name,Source,TimeFrame,Attributes,ReligiousGroup,ReligiousPlace,CleanedAttributes,Start_year,End_year,CurrentRegion,Latitude,Longitude,Continent,count_by_continent,count_by_region
beijing,The Cherished Instruction (Baoxun 保訓),No Source,325 BCE - 278 BCE,"Religious Group,Text,Chinese Religion,Early Chinese text,Excavated text",1,0,"['Text', 'Chinese Religion', 'Early Chinese text', 'Excavated text']",-325,-278,China,39.904211,116.407395,Asia,1302,177
hebei,Taiyi sheng shui 太一生水,No Source,400 BCE - 300 BCE,"Religious Group,Text,Chinese Religion,Cosmology,Early Chinese text,Excavated text,Cosmogony,Yellow and Yangzi Rivers Region",1,0,"['Text', 'Chinese Religion', 'Cosmology', 'Early Chinese text', 'Excavated text', 'Cosmogony', 'Yellow and Yangzi Rivers Region']",-400,-300,China,38.0359899,114.46979,Asia,1302,177
hebei,"The Baoshan Cemetery, Jingmen, Hubei Province",No Source,400 BCE - 278 BCE,"Religious Group,Religious Place,Early Chinese Traditions,China,Tomb,Cemetery,Chinese Religion,Divination",1,1,"['Early Chinese Traditions', 'China', 'Tomb', 'Cemetery', 'Chinese Religion', 'Divination']",-400,-278,China,38.0359899,114.46979,Asia,1302,177
henan-province,Anyang,No Source,1300 BCE - 1046 BCE,"Religious Place,Religious Group,Yellow and Yangzi Rivers Region,China,City",1,1,"['Yellow and Yangzi Rivers Region', 'China', 'City']",-1300,-1046,China,34.7657099,113.75322,Asia,1302,177
henan-province,Erlitou (Ritual/Ceremonial/Palatial Districts),No Source,1800 BCE - 1500 CE,"Religious Place,Religious Group,Yellow and Yangzi Rivers Region,China,Tomb,City",1,1,"['Yellow and Yangzi Rivers Region', 'China', 'Tomb', 'City']",-1800,1500,China,34.7657099,113.75322,Asia,1302,177
henan-province,Religion at Erlitou,No Source,1800 BCE - 1500 BCE,"Religious Group,Prehistoric Religion,Early Chinese Traditions,Yellow and Yangzi Rivers Region,technology,Neolithic,Tomb,Chinese Religion,Divination",1,0,"['Prehistoric Religion', 'Early Chinese Traditions', 'Yellow and Yangzi Rivers Region', 'technology', 'Neolithic', 'Tomb', 'Chinese Religion', 'Divination']",-1800,-1500,China,34.7657099,113.75322,Asia,1302,177
hubei-province,The Way of Tang and Yu (Tang yu zhi dao 唐虞之道),Expert source: sarah allan,325 BCE - 278 BCE,"Religious Group,Text,Early Chinese text,Excavated text,Chinese Religion,Abdication text",1,0,"['Text', 'Early Chinese text', 'Excavated text', 'Chinese Religion', 'Abdication text']",-325,-278,China,30.5453899,114.34234,Asia,1302,177
jiangsu-province,Numinous Cliff Mountain Temple (Lingyan shan si 靈岩山寺),No Source,494 BCE - 2021 CE,"Religious Group,Religious Place,Temple,Early Chinese Traditions,Buddhist Traditions,Chinese Religion,Yellow and Yangzi Rivers Region",1,1,"['Temple', 'Early Chinese Traditions', 'Buddhist Traditions', 'Chinese Religion', 'Yellow and Yangzi Rivers Region']",-494,2021,China,32.0607099,118.76295,Asia,1302,177
jiangsu-province,Tiger Hill,No Source,496 BCE - 2021 CE,"Religious Place,Religious Group,Monument,Open-Air Sanctuary,Chinese Religion,Yellow and Yangzi Rivers Region",1,1,"['Monument', 'Open-Air Sanctuary', 'Chinese Religion', 'Yellow and Yangzi Rivers Region']",-496,2021,China,32.0607099,118.76295,Asia,1302,177
shaanxi-province陝西省,Fanyin,No Source,200 BCE - 100 BCE,"Religious Group,Text,Early Chinese Traditions,Early Chinese text,Excavated text",1,0,"['Text', 'Early Chinese Traditions', 'Early Chinese text', 'Excavated text']",-200,-100,China,34.2648599,108.95424,Asia,1302,177
shandong,Liji 禮記,No Source,551 BCE - 1911 CE,"Religious Group,Text,Chinese Religion,Early Chinese text,Confucianism,Yellow and Yangzi Rivers Region",1,0,"['Text', 'Chinese Religion', 'Early Chinese text', 'Confucianism', 'Yellow and Yangzi Rivers Region']",-551,1911,China,36.6682599,117.02076,Asia,1302,177
shandong,Temple of Confucius (Kong Temple),No Source,200 BCE - 1900 CE,"Religious Group,Religious Place,Temple,Monument,Chinese Religion,Yellow and Yangzi Rivers Region",1,1,"['Temple', 'Monument', 'Chinese Religion', 'Yellow and Yangzi Rivers Region']",-200,1900,China,36.6682599,117.02076,Asia,1302,177
yangzi-river-valley,Spring and Autumn annals of Master Lü,No Source,247 BCE - 239 BCE,"Religious Group,Text,Cosmology,Early Chinese Traditions,Ritual text,Early Chinese text,Chinese Religion",1,0,"['Text', 'Cosmology', 'Early Chinese Traditions', 'Ritual text', 'Early Chinese text', 'Chinese Religion']",-247,-239,China,29.720415,112.650141,Asia,1302,177
yellow-river-valley,Spring and Autumn annals of Master Lü,No Source,247 BCE - 239 BCE,"Religious Group,Text,Cosmology,Early Chinese Traditions,Ritual text,Early Chinese text,Chinese Religion",1,0,"['Text', 'Cosmology', 'Early Chinese Traditions', 'Ritual text', 'Early Chinese text', 'Chinese Religion']",-247,-239,China,36.519334,116.610556,Asia,1302,177
delhi,"Punjab/Delhi, India",Expert source: Rachel Spicer,750 BCE - 250 BCE,"Religious Group,Indic Religious Traditions",1,0,['Indic Religious Traditions'],-750,-250,India,28.7040592,77.10249019999999,Asia,1302,69
delhi,"Punjab/Delhi, India",Expert source: Rachel Spicer,250 BCE - 1200 CE,"Religious Group,Buddhist Traditions,Indic Religious Traditions",1,0,"['Buddhist Traditions', 'Indic Religious Traditions']",-250,1200,India,28.7040592,77.10249019999999,Asia,1302,69
east-asia,All Things Flow Into Form (Fanwu liuxing 凡物流形),Expert source: Franklin Perkins,300 BCE - 278 BCE,"Religious Group,Text,Early Chinese text,Excavated text,Chinese Religion,Cosmology,Cosmogony,Yellow and Yangzi Rivers Region",1,0,"['Text', 'Early Chinese text', 'Excavated text', 'Chinese Religion', 'Cosmology', 'Cosmogony', 'Yellow and Yangzi Rivers Region']",-300,-278,East Asia,38.7945952,106.5348379,Asia,1302,115
east-asia,Wenzi 文子,Expert source: Paul van Els,202 BCE - 2021 CE,"Religious Group,Text,Chinese Religion,Early Chinese text,Excavated text,Yellow and Yangzi Rivers Region,Tomb",1,0,"['Text', 'Chinese Religion', 'Early Chinese text', 'Excavated text', 'Yellow and Yangzi Rivers Region', 'Tomb']",-202,2021,East Asia,38.7945952,106.5348379,Asia,1302,115
east-asia,Zigao 子羔,Expert source: sarah allan,325 BCE - 278 BCE,"Religious Group,Text,Confucianism,Chinese Religion,Early Chinese text,Excavated text",1,0,"['Text', 'Confucianism', 'Chinese Religion', 'Early Chinese text', 'Excavated text']",-325,-278,East Asia,38.7945952,106.5348379,Asia,1302,115
eastern-mediterranean,Philistine Religion,No Source,1200 BCE - 600 BCE,"Religious Group,Minoan Religions,Ancient Mediterranean,Anatolian Religions,Israelite Religion,Greek Cult,Greek Religions,Judeans and Israelites",1,0,"['Minoan Religions', 'Ancient Mediterranean', 'Anatolian Religions', 'Israelite Religion', 'Greek Cult', 'Greek Religions', 'Judeans and Israelites']",-1200,-600,Palestine,34.5531284,18.0480105,Asia,1302,23
eastern-mediterranean,The Samaritans (Persian to early Roman periods),No Source,499 BCE - 100 CE,"Religious Group,Abrahamic,Levantine Religion,Jewish Traditions",1,0,"['Abrahamic', 'Levantine Religion', 'Jewish Traditions']",-499,100,Palestine,34.5531284,18.0480105,Asia,1302,23
egypt,Ancient Egypt - the Ramesside Period,No Source,1292 BCE - 1070 BCE,"Religious Group,Egyptian Religions,African Religions",1,0,"['Egyptian Religions', 'African Religions']",-1292,-1070,Egypt,26.820553,30.802498,Africa,391,68
egypt,Ancient Egypt- Tomb of Nefertari,No Source,1250 BCE - 1250 BCE,"Religious Group,Religious Place,Tomb,Egyptian Religions",1,1,"['Tomb', 'Egyptian Religions']",-1250,-1250,Egypt,26.820553,30.802498,Africa,391,68
egypt,Book(s) of Esther,No Source,400 BCE - 70 CE,"Religious Group,Text,Religious Holidays,Jewish Court Tales,Early Jewish Literature,Christian Traditions,Scripture,Jewish Traditions",1,0,"['Text', 'Religious Holidays', 'Jewish Court Tales', 'Early Jewish Literature', 'Christian Traditions', 'Scripture', 'Jewish Traditions']",-400,70,Egypt,26.820553,30.802498,Africa,391,68
egypt,Heliopolis Project,No Source,3500 BCE - 2021 CE,"Religious Group,Religious Place,Early Christianity,Aegean,Egyptian Religions,Islamic Traditions,Monument,Shrine,Open-Air Sanctuary,Religious Complex,Temenos,Constantine,Temple,Sacred Enclosure,Altar,shrines,Hellenistic Religions,Greece,Egypt,City,Cemetery,Alexandria,Graeco-Roman,Tomb,Archaeological monument",1,1,"['Early Christianity', 'Aegean', 'Egyptian Religions', 'Islamic Traditions', 'Monument', 'Shrine', 'Open-Air Sanctuary', 'Religious Complex', 'Temenos', 'Constantine', 'Temple', 'Sacred Enclosure', 'Altar', 'shrines', 'Hellenistic Religions', 'Greece', 'Egypt', 'City', 'Cemetery', 'Alexandria', 'Graeco-Roman', 'Tomb', 'Archaeological monument']",-3500,2021,Egypt,26.820553,30.802498,Africa,391,68
egypt,Judean/Yehudite Colony at Elephantine (Persian period),No Source,500 BCE - 399 BCE,"Religious Group,Abrahamic,Jewish Traditions",1,0,"['Abrahamic', 'Jewish Traditions']",-500,-399,Egypt,26.820553,30.802498,Africa,391,68
egypt,Papyrus Amherst 63,No Source,399 BCE - 100 BCE,"Religious Group,Text,Ancient Egyptian Text,Early Jewish Literature,Jewish Traditions,Aramaic Religions",1,0,"['Text', 'Ancient Egyptian Text', 'Early Jewish Literature', 'Jewish Traditions', 'Aramaic Religions']",-399,-100,Egypt,26.820553,30.802498,Africa,391,68
egypt,Private chapels at the Amarna Workmen's Village,No Source,1352 BCE - 1327 BCE,"Religious Group,Religious Place,Egypt,Egyptian Religions",1,1,"['Egypt', 'Egyptian Religions']",-1352,-1327,Egypt,26.820553,30.802498,Africa,391,68
egypt,Religion in Greco-Roman Alexandria,No Source,300 BCE - 200 CE,"Religious Group,Egyptian Religions,Hellenistic Religions,Greek Cult,Roman Religious Traditions,Jewish Traditions",1,0,"['Egyptian Religions', 'Hellenistic Religions', 'Greek Cult', 'Roman Religious Traditions', 'Jewish Traditions']",-300,200,Egypt,26.820553,30.802498,Africa,391,68
egypt,Religion in Nabataea,No Source,300 BCE - 450 CE,"Religious Group,Ancient Mediterranean,Tomb,Petra,Nabataea,Arabian Religions",1,0,"['Ancient Mediterranean', 'Tomb', 'Petra', 'Nabataea', 'Arabian Religions']",-300,450,Egypt,26.820553,30.802498,Africa,391,68
egypt,The ancient Egyptian Amduat - tomb of Thutmose III,No Source,1479 BCE - 1425 BCE,"Religious Group,Text,Cosmology,Egyptian Religions,Mortuary text,Pictorial–textual compositions",1,0,"['Text', 'Cosmology', 'Egyptian Religions', 'Mortuary text', 'Pictorial–textual compositions']",-1479,-1425,Egypt,26.820553,30.802498,Africa,391,68
egypt,The Pyramid of Unas,No Source,2345 BCE - 2315 BCE,"Religious Group,Religious Place,African Religions,Tomb,Egypt",1,1,"['African Religions', 'Tomb', 'Egypt']",-2345,-2315,Egypt,26.820553,30.802498,Africa,391,68
egypt,The Tomb of Meresankh III,No Source,2620 BCE - 2570 BCE,"Religious Place,Religious Group,Egyptian Religions,Tomb,Archaeological monument",1,1,"['Egyptian Religions', 'Tomb', 'Archaeological monument']",-2620,-2570,Egypt,26.820553,30.802498,Africa,391,68
egypt,Amarna South Tombs Cemetery,No Source,1352 BCE - 1336 BCE,"Religious Group,Religious Place,Egypt,Cemetery,Egyptian Religions",1,1,"['Egypt', 'Cemetery', 'Egyptian Religions']",-1352,-1336,Egypt,26.820553,30.802498,Africa,391,68
egypt,Damascus Document,No Source,200 BCE - 50 CE,"Text,Religious Group,Rule Text,Communal Society,Messianism,Early Jewish Literature,Abrahamic,Jewish Traditions",1,0,"['Text', 'Rule Text', 'Communal Society', 'Messianism', 'Early Jewish Literature', 'Abrahamic', 'Jewish Traditions']",-200,50,Egypt,26.820553,30.802498,Africa,391,68
egypt,Ancient Egypt - The Temple of Mentuhotep II,No Source,2055 BCE - 2004 BCE,"Religious Group,Religious Place,Temple,Tomb,Mortuary priesthood of Mentuhotep II,Egyptian Religions",1,1,"['Temple', 'Tomb', 'Mortuary priesthood of Mentuhotep II', 'Egyptian Religions']",-2055,-2004,Egypt,26.820553,30.802498,Africa,391,68
egypt,Temple of Hatshepsut at Deir el-Bahri,No Source,1473 BCE - 348 CE,"Religious Group,Religious Place,Temenos,Temple,Egyptian Religions,Archaeological monument,Religious Complex",1,1,"['Temenos', 'Temple', 'Egyptian Religions', 'Archaeological monument', 'Religious Complex']",-1473,348,Egypt,26.820553,30.802498,Africa,391,68
egypt,The Royal Cache - Theban Tomb 320,No Source,1069 BCE - 945 BCE,"Religious Group,African Religions,Egyptian Religions",1,0,"['African Religions', 'Egyptian Religions']",-1069,-945,Egypt,26.820553,30.802498,Africa,391,68
egypt,The ancient Egyptian Book of Two Ways,No Source,2000 BCE - 1840 BCE,"Religious Group,Text,Ancient Egyptian Text,Egyptian Religions,Mortuary text,Pictorial–textual compositions,Excavated text",1,0,"['Text', 'Ancient Egyptian Text', 'Egyptian Religions', 'Mortuary text', 'Pictorial–textual compositions', 'Excavated text']",-2000,-1840,Egypt,26.820553,30.802498,Africa,391,68
egypt,Religion at Deir el-Medina,No Source,1504 BCE - 1069 BCE,"Religious Group,Egyptian Religions",1,0,['Egyptian Religions'],-1504,-1069,Egypt,26.820553,30.802498,Africa,391,68
egypt,The ancient Egyptian Book of Two Ways,No Source,2000 BCE - 1840 BCE,"Religious Group,Text,Ancient Egyptian Text,Egyptian Religions,Mortuary text,Pictorial–textual compositions,Excavated text",1,0,"['Text', 'Ancient Egyptian Text', 'Egyptian Religions', 'Mortuary text', 'Pictorial–textual compositions', 'Excavated text']",-2000,-1840,Egypt,26.820553,30.802498,Africa,391,68
egypt,Early Christianity and Monasticism in Egypt,No Source,0 CE - 600 CE,"Religious Group,Monasticism,Early Christian Monasticism in Egypt,Christian Traditions,Early Christianity,Abrahamic",1,0,"['Monasticism', 'Early Christian Monasticism in Egypt', 'Christian Traditions', 'Early Christianity', 'Abrahamic']",0,600,Egypt,26.820553,30.802498,Africa,391,68
egypt,Book of Nut,No Source,1300 BCE - 200 CE,"Religious Group,Text,African Religions,Cosmology,Ancient Egyptian Text",1,0,"['Text', 'African Religions', 'Cosmology', 'Ancient Egyptian Text']",-1300,200,Egypt,26.820553,30.802498,Africa,391,68
egypt,Early Christianity and Monasticism in Egypt,No Source,0 CE - 600 CE,"Religious Group,Monasticism,Early Christian Monasticism in Egypt,Christian Traditions,Early Christianity,Abrahamic",1,0,"['Monasticism', 'Early Christian Monasticism in Egypt', 'Christian Traditions', 'Early Christianity', 'Abrahamic']",0,600,Egypt,26.820553,30.802498,Africa,391,68
egypt,Early Christianity and Monasticism in Egypt,No Source,0 CE - 600 CE,"Religious Group,Monasticism,Early Christian Monasticism in Egypt,Christian Traditions,Early Christianity,Abrahamic",1,0,"['Monasticism', 'Early Christian Monasticism in Egypt', 'Christian Traditions', 'Early Christianity', 'Abrahamic']",0,600,Egypt,26.820553,30.802498,Africa,391,68
egypt,Ancient Egypt - The Temple of Mentuhotep II,No Source,2055 BCE - 2004 BCE,"Religious Group,Religious Place,Temple,Tomb,Mortuary priesthood of Mentuhotep II,Egyptian Religions",1,1,"['Temple', 'Tomb', 'Mortuary priesthood of Mentuhotep II', 'Egyptian Religions']",-2055,-2004,Egypt,26.820553,30.802498,Africa,391,68
egypt,Book of Nut,No Source,1300 BCE - 200 CE,"Religious Group,Text,African Religions,Cosmology,Ancient Egyptian Text",1,0,"['Text', 'African Religions', 'Cosmology', 'Ancient Egyptian Text']",-1300,200,Egypt,26.820553,30.802498,Africa,391,68
egypt,Temple of Hatshepsut at Deir el-Bahri,No Source,1473 BCE - 348 CE,"Religious Group,Religious Place,Temenos,Temple,Egyptian Religions,Archaeological monument,Religious Complex",1,1,"['Temenos', 'Temple', 'Egyptian Religions', 'Archaeological monument', 'Religious Complex']",-1473,348,Egypt,26.820553,30.802498,Africa,391,68
egypt,Book of Nut,No Source,1300 BCE - 200 CE,"Religious Group,Text,African Religions,Cosmology,Ancient Egyptian Text",1,0,"['Text', 'African Religions', 'Cosmology', 'Ancient Egyptian Text']",-1300,200,Egypt,26.820553,30.802498,Africa,391,68
egypt,The Tomb of Paser TT367,No Source,1427 BCE - 602 CE,"Religious Place,Religious Group,Egyptian Religions,African Religions,Tomb",1,1,"['Egyptian Religions', 'African Religions', 'Tomb']",-1427,602,Egypt,26.820553,30.802498,Africa,391,68
amarna,Amarna South Tombs Cemetery,No Source,1352 BCE - 1336 BCE,"Religious Group,Religious Place,Egypt,Cemetery,Egyptian Religions",1,1,"['Egypt', 'Cemetery', 'Egyptian Religions']",-1352,-1336,Egypt,26.820553,30.802498,Africa,391,68
cairo,Damascus Document,No Source,200 BCE - 50 CE,"Text,Religious Group,Rule Text,Communal Society,Messianism,Early Jewish Literature,Abrahamic,Jewish Traditions",1,0,"['Text', 'Rule Text', 'Communal Society', 'Messianism', 'Early Jewish Literature', 'Abrahamic', 'Jewish Traditions']",-200,50,Egypt,30.0444196,31.2357116,Africa,391,68
deir-el-bahari,Ancient Egypt - The Temple of Mentuhotep II,No Source,2055 BCE - 2004 BCE,"Religious Group,Religious Place,Temple,Tomb,Mortuary priesthood of Mentuhotep II,Egyptian Religions",1,1,"['Temple', 'Tomb', 'Mortuary priesthood of Mentuhotep II', 'Egyptian Religions']",-2055,-2004,Egypt,25.7372608,32.6077347,Africa,391,68
deir-el-bahari,Temple of Hatshepsut at Deir el-Bahri,No Source,1473 BCE - 348 CE,"Religious Group,Religious Place,Temenos,Temple,Egyptian Religions,Archaeological monument,Religious Complex",1,1,"['Temenos', 'Temple', 'Egyptian Religions', 'Archaeological monument', 'Religious Complex']",-1473,348,Egypt,25.7372608,32.6077347,Africa,391,68
deir-el-bahari,The Royal Cache - Theban Tomb 320,No Source,1069 BCE - 945 BCE,"Religious Group,African Religions,Egyptian Religions",1,0,"['African Religions', 'Egyptian Religions']",-1069,-945,Egypt,25.7372608,32.6077347,Africa,391,68
deir-el-bersha,The ancient Egyptian Book of Two Ways,No Source,2000 BCE - 1840 BCE,"Religious Group,Text,Ancient Egyptian Text,Egyptian Religions,Mortuary text,Pictorial–textual compositions,Excavated text",1,0,"['Text', 'Ancient Egyptian Text', 'Egyptian Religions', 'Mortuary text', 'Pictorial–textual compositions', 'Excavated text']",-2000,-1840,Egypt,27.7562255,30.9038389,Africa,391,68
"deir-el-medina,-west-bank-luxor",Religion at Deir el-Medina,No Source,1504 BCE - 1069 BCE,"Religious Group,Egyptian Religions",1,0,['Egyptian Religions'],-1504,-1069,Egypt,25.6872431,32.6396357,Africa,391,68
hermopolis-(el-ashmunein),The ancient Egyptian Book of Two Ways,No Source,2000 BCE - 1840 BCE,"Religious Group,Text,Ancient Egyptian Text,Egyptian Religions,Mortuary text,Pictorial–textual compositions,Excavated text",1,0,"['Text', 'Ancient Egyptian Text', 'Egyptian Religions', 'Mortuary text', 'Pictorial–textual compositions', 'Excavated text']",-2000,-1840,Egypt,27.7756546,30.8002609,Africa,391,68
tabennisi-(pachomius),Early Christianity and Monasticism in Egypt,No Source,0 CE - 600 CE,"Religious Group,Monasticism,Early Christian Monasticism in Egypt,Christian Traditions,Early Christianity,Abrahamic",1,0,"['Monasticism', 'Early Christian Monasticism in Egypt', 'Christian Traditions', 'Early Christianity', 'Abrahamic']",0,600,Sudan,18.052469,30.94981,Africa,391,3
valley-of-the-kings,Book of Nut,No Source,1300 BCE - 200 CE,"Religious Group,Text,African Religions,Cosmology,Ancient Egyptian Text",1,0,"['Text', 'African Religions', 'Cosmology', 'Ancient Egyptian Text']",-1300,200,Egypt,25.7401643,32.601411,Africa,391,68
"wadi-al-natrun:-nitria,-scetis,-kellia",Early Christianity and Monasticism in Egypt,No Source,0 CE - 600 CE,"Religious Group,Monasticism,Early Christian Monasticism in Egypt,Christian Traditions,Early Christianity,Abrahamic",1,0,"['Monasticism', 'Early Christian Monasticism in Egypt', 'Christian Traditions', 'Early Christianity', 'Abrahamic']",0,600,Egypt,30.4698437,30.2743484,Africa,391,68
white-monastery,Early Christianity and Monasticism in Egypt,No Source,0 CE - 600 CE,"Religious Group,Monasticism,Early Christian Monasticism in Egypt,Christian Traditions,Early Christianity,Abrahamic",1,0,"['Monasticism', 'Early Christian Monasticism in Egypt', 'Christian Traditions', 'Early Christianity', 'Abrahamic']",0,600,Egypt,26.820553,30.802498,Africa,391,68
el-asasif,Ancient Egypt - The Temple of Mentuhotep II,No Source,2055 BCE - 2004 BCE,"Religious Group,Religious Place,Temple,Tomb,Mortuary priesthood of Mentuhotep II,Egyptian Religions",1,1,"['Temple', 'Tomb', 'Mortuary priesthood of Mentuhotep II', 'Egyptian Religions']",-2055,-2004,Egypt,26.820553,30.802498,Africa,391,68
el-asasif,Book of Nut,No Source,1300 BCE - 200 CE,"Religious Group,Text,African Religions,Cosmology,Ancient Egyptian Text",1,0,"['Text', 'African Religions', 'Cosmology', 'Ancient Egyptian Text']",-1300,200,Egypt,26.820553,30.802498,Africa,391,68
el-asasif,Temple of Hatshepsut at Deir el-Bahri,No Source,1473 BCE - 348 CE,"Religious Group,Religious Place,Temenos,Temple,Egyptian Religions,Archaeological monument,Religious Complex",1,1,"['Temenos', 'Temple', 'Egyptian Religions', 'Archaeological monument', 'Religious Complex']",-1473,348,Egypt,26.820553,30.802498,Africa,391,68
luxor,Book of Nut,No Source,1300 BCE - 200 CE,"Religious Group,Text,African Religions,Cosmology,Ancient Egyptian Text",1,0,"['Text', 'African Religions', 'Cosmology', 'Ancient Egyptian Text']",-1300,200,Egypt,25.6872431,32.6396357,Africa,391,68
luxor,The Tomb of Paser TT367,No Source,1427 BCE - 602 CE,"Religious Place,Religious Group,Egyptian Religions,African Religions,Tomb",1,1,"['Egyptian Religions', 'African Religions', 'Tomb']",-1427,602,Egypt,25.6872431,32.6396357,Africa,391,68
egyptian-desert,Religion in Nabataea,No Source,300 BCE - 450 CE,"Religious Group,Ancient Mediterranean,Tomb,Petra,Nabataea,Arabian Religions",1,0,"['Ancient Mediterranean', 'Tomb', 'Petra', 'Nabataea', 'Arabian Religions']",-300,450,Egypt,26.820553,30.802498,Africa,391,68
egyptian-desert,Serabit el-Khadem: An Egyptian and Semitic Mining Community,No Source,1900 BCE - 1200 BCE,"Religious Group,Religious Place,Levantine Religion,Temple,Egypt,Egyptian Religions",1,1,"['Levantine Religion', 'Temple', 'Egypt', 'Egyptian Religions']",-1900,-1200,Egypt,26.820553,30.802498,Africa,391,68
elephantine,Judean/Yehudite Colony at Elephantine (Persian period),No Source,500 BCE - 399 BCE,"Religious Group,Abrahamic,Jewish Traditions",1,0,"['Abrahamic', 'Jewish Traditions']",-500,-399,Egypt,24.083333,32.883333,Africa,391,68
elephantine,Papyrus Amherst 63,No Source,399 BCE - 100 BCE,"Religious Group,Text,Ancient Egyptian Text,Early Jewish Literature,Jewish Traditions,Aramaic Religions",1,0,"['Text', 'Ancient Egyptian Text', 'Early Jewish Literature', 'Jewish Traditions', 'Aramaic Religions']",-399,-100,Egypt,24.083333,32.883333,Africa,391,68
europe,Pre-Christian Religion / Paganism in Northern Britain (Pictland / Scotland),No Source,500 BCE - 900 CE,"Religious Group,North British paganism,North British polytheism,Pictish pagan religion,Celtic Religions,Indo-European Religion,Celtic paganism,Celtic Polytheism",1,0,"['North British paganism', 'North British polytheism', 'Pictish pagan religion', 'Celtic Religions', 'Indo-European Religion', 'Celtic paganism', 'Celtic Polytheism']",-500,900,Europe,54.5259614,15.2551187,Europe,557,172
europe,Sappho I: Hymn to Aphrodite,Expert source: Selina Stewart,600 BCE - 575 BCE,"Religious Group,Text,Hymn,Ancient Mediterranean,Ancient Greek text,Polytheistic,Greek Cult,Greek Religions",1,0,"['Text', 'Hymn', 'Ancient Mediterranean', 'Ancient Greek text', 'Polytheistic', 'Greek Cult', 'Greek Religions']",-600,-575,Europe,54.5259614,15.2551187,Europe,557,172
europe,British Isles III: Pre-Theodosian Roman Britain Continued,No Source,43 BCE - 380 CE,"Religious Group,Celtic Religions",1,0,['Celtic Religions'],-43,380,Europe,54.5259614,15.2551187,Europe,557,172
europe,British Isles II: Pre-Theodosian Roman Britain,No Source,43 BCE - 380 CE,"Religious Group,Celtic Religions",1,0,['Celtic Religions'],-43,380,Europe,54.5259614,15.2551187,Europe,557,172
europe,British Isles I: Pre-Roman Britain,No Source,500 BCE - 43 BCE,"Religious Group,Celtic Religions",1,0,['Celtic Religions'],-500,-43,Europe,54.5259614,15.2551187,Europe,557,172
europe,British Isles IV: Pre-Theodosian Roman Britain Continued,No Source,43 BCE - 380 CE,"Religious Group,Early Christianity",1,0,['Early Christianity'],-43,380,Europe,54.5259614,15.2551187,Europe,557,172
europe,British Isles: Mixed Roman and British Polytheism,No Source,50 BCE - 400 CE,"Religious Group,Roman Religious Traditions",1,0,['Roman Religious Traditions'],-50,400,Europe,54.5259614,15.2551187,Europe,557,172
europe,British Isles: Predominantly Celtic Polytheism,No Source,500 BCE - 50 BCE,"Religious Group,Celtic Polytheism",1,0,['Celtic Polytheism'],-500,-50,Europe,54.5259614,15.2551187,Europe,557,172
europe,British Isles: Pre-Roman,No Source,500 BCE - 43 CE,"Religious Group,Celtic Religions",1,0,['Celtic Religions'],-500,43,Europe,54.5259614,15.2551187,Europe,557,172
europe,British Paganism.,No Source,500 BCE - 350 CE,"Religious Group,Celtic Religions",1,0,['Celtic Religions'],-500,350,Europe,54.5259614,15.2551187,Europe,557,172
europe,Iron Age Britain: Mid to Late Pre-Roman Iron Age,No Source,500 BCE - 55 BCE,"Religious Group,Celtic Religions",1,0,['Celtic Religions'],-500,-55,Europe,54.5259614,15.2551187,Europe,557,172
europe,Iron Age Britain: Romano-Celtic Era,No Source,55 BCE - 286 CE,"Religious Group,Roman Religious Traditions,Early Christianity,Celtic Polytheism",1,0,"['Roman Religious Traditions', 'Early Christianity', 'Celtic Polytheism']",-55,286,Europe,54.5259614,15.2551187,Europe,557,172
europe,Ancient Thessalians,No Source,700 BCE - 476 CE,"Religious Group,Roman Religions,Hellenistic Religions,Roman Religious Traditions,Greek Cult,Greek Religions",1,0,"['Roman Religions', 'Hellenistic Religions', 'Roman Religious Traditions', 'Greek Cult', 'Greek Religions']",-700,476,Europe,54.5259614,15.2551187,Europe,557,172
europe,Cult of the Egyptian Gods at Demetrias,No Source,294 BCE - 14 CE,"Religious Group,Hellenistic Religions,Mystery Religion,Egyptian Religions,Greek Cult,Greek Religions",1,0,"['Hellenistic Religions', 'Mystery Religion', 'Egyptian Religions', 'Greek Cult', 'Greek Religions']",-294,14,Europe,54.5259614,15.2551187,Europe,557,172
europe,Delphi,No Source,800 BCE - 393 CE,"Religious Place,Religious Group,Temple,Temenos,Hellenistic Religions,shrines,Ancient Mediterranean,Polytheistic,Greek Cult,Greek Religions,Archaeological monument,Monument,Religious Complex",1,1,"['Temple', 'Temenos', 'Hellenistic Religions', 'shrines', 'Ancient Mediterranean', 'Polytheistic', 'Greek Cult', 'Greek Religions', 'Archaeological monument', 'Monument', 'Religious Complex']",-800,393,Europe,54.5259614,15.2551187,Europe,557,172
europe,Marmarini Stele,No Source,199 BCE - 150 BCE,"Religious Group,Text,Hellenistic Religions,Syncretic Religions,Phoenician Cult,Anatolian Religions,Mystery Religion,Ancient Greek text,Greek Cult,Greek Religions,Inscription,Sacred Law",1,0,"['Text', 'Hellenistic Religions', 'Syncretic Religions', 'Phoenician Cult', 'Anatolian Religions', 'Mystery Religion', 'Ancient Greek text', 'Greek Cult', 'Greek Religions', 'Inscription', 'Sacred Law']",-199,-150,Europe,54.5259614,15.2551187,Europe,557,172
